# Det2
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Edep VisibleEdep Ntracks
-320.978 1005.85 -50 -0.0272672 0.12574 1.48789 51.5429 22 14590824 1001 1 1 1.37876 1.37876 7 
932.496 1418.85 -50 0.0918497 0.113677 1.33574 53.0227 22 14734202 1001 1 1 0.0106781 0.0106781 2 
543.375 1133.55 -50 0.016253 -0.00356965 0.0846083 56.1457 22 14784572 1001 1 1 0.0128195 0.0128195 2 
1232.77 -77.038 -50 0.0419938 0.00113224 0.557189 51.5083 22 14814382 1001 1 1 0 0 1 
1988.27 900.679 -50 0.229801 0.0901792 1.56095 51.7599 22 14855674 1001 1 1 0 0 1 
-1161.7 -1012.12 -50 -0.0399478 0.027817 0.341428 53.2721 22 14871410 1001 1 1 0 0 1 
0.0682899 -384.405 -50 0.00215376 -0.0186188 0.598301 51.0352 22 14904974 1001 1 1 0 0 1 
1738.33 -917.555 -50 0.112033 -0.0609298 0.988373 51.267 22 15076160 1034 1 1 0 0 1 
210.589 1779.5 -50 0.0152327 0.133477 1.23919 51.4632 22 15093318 1001 1 1 0 0 1 
1772.1 -993.696 -50 0.0670347 -0.0457229 0.636094 51.6879 22 15121717 1001 1 1 0 0 1 
-1774.89 -305.71 -50 -0.0896522 -0.017354 0.66267 51.5571 22 15290467 1001 1 1 0 0 1 
-1650.66 -746.581 -50 -0.172324 0.040574 0.985845 52.0065 22 15343001 1001 1 1 0 0 1 
784.23 1610.09 -50 0.0523412 0.0759697 0.792021 51.8811 22 15417833 1001 1 1 0 0 1 
-394.39 1780.37 -50 -0.00289861 0.103245 0.81086 53.1924 22 15421868 1001 1 1 0.475207 0.475207 3 
